14202,121
14263,2.6
14271,2.23
14272,2.23
14274,2.23
14275,2.23
14276,2.23
14278,2.23
14281,2.23
14298,2.23
14343,7
14354,20
14378,10
14404,70
14470,10
14471,462.15
14474,924.3
14476,462.15
14486,30
14488,10
14523,50
14615,2.6
14625,1.3
14631,14
14637,10
14641,2.23
14644,2.23
14646,2.23
14661,40
14667,10
14675,14
14683,28
14704,7
14733,120
14736,10
14737,97.02
14760,32.34
14815,2.5599999999999
14817,45
14818,1.28
14823,49
14830,10
14831,10
14841,40
14858,40
14879,35
14903,10
14904,10
14906,101.21
14907,23.47
14908,46.94
14909,646.8
14910,23.47
14911,23.47
14912,187.76
14914,140.82
14915,140.82
14958,114.95
14962,127.05
14972,18.15
14974,6.05
14975,6.05
14977,6.05
14978,6.05
14979,6.05
14981,6.05
14982,6.05
14984,6.05
14985,6.05
14987,6.05
14988,6.05
14989,6.05
14990,6.05
14992,6.05
14993,6.05
14994,6.05
14995,6.05
14997,15
15000,6.05
15001,6.05
15002,6.05
15003,6.05
15004,6.05
15005,6.05
15006,6.05
15008,6.05
15009,6.05
15010,6.05
15011,6.05
15012,6.05
15013,6.05
15014,6.05
15015,6.05
15017,6.05
15018,6.05
15021,6.05
15022,6.05
15023,6.05
15025,6.05
15027,6.05
15032,133.1
15033,127.05
15036,102.85
15039,119
15040,154
15041,291.06
15042,77
15091,22
15119,10
15127,15
15143,28
15153,21
15155,10
15164,10
15166,10
15175,22
15181,10
15192,7
15197,7
15198,7
15202,7
15206,7
15222,28
15223,7
15232,7
15234,7
15235,7
15244,7
15246,13
15251,28
15257,21
15266,54.45
15269,114.95
15270,84.7
15271,6.05
15272,42.35
15273,129.36
15274,84.7
15275,114.95
15294,145.2
15296,72.6
15298,7
15303,36.3
15333,91.76
15381,24.2
15391,102.85
15393,30.25
15407,24.2
15409,72.6
15411,30.25
15414,160
15427,121
15429,96.8
15431,127.05
15432,54.45
15440,84.7
15441,10
15447,2.6
15451,5.2
15454,30
15456,20
15457,14
15462,7
15464,554.4
15465,6.05
15467,121.92
15468,523.6
15469,162.56
15470,420.42
15471,30
15472,203.2
15490,10
15531,7
15533,10
15538,25
15546,21
15553,10
15557,6.05
15568,35
15569,10
15625,256
15627,48
15630,96
15638,100
15645,208
15648,129.36
15649,97.02
15655,112
15659,119.25
15660,15.36
15661,87.45
15678,16
15682,16
15683,1.3
15692,36.3
15697,15.9
15706,924.3
15715,924.3
15725,50
15728,161.7
15729,32.34
15741,270
15755,22.95
15760,11
15766,40
15776,22.95
15790,20
15795,15
15802,25
15803,7.95
15804,39.75
15847,10
15862,28
15866,20
15881,30
15899,40
15914,77
15930,452.76
15951,18.15
15962,7.95
15978,7.95
16010,55.65
16025,63.6
16028,6.04
16031,14
16041,10
16083,54.36
16087,10
16088,157.04
16111,60
16113,10
16122,28
16128,60.4
16146,54.36
16148,10
16154,47.7
16155,157.04
16158,10
16162,60.4
16169,120.8
16177,138.92
16188,108.72
16199,25
16210,121.92
16214,60.96
16215,10
16217,226.38
16233,54.36
16234,403.3
16235,403.3
16236,284.48
16244,84.56
16245,90.6
16307,30.2
16313,18.12
16320,12.08
16321,6.04
16325,30.2
16329,30.2
16330,6.04
16334,78.52
16337,18.12
16345,6.04
16349,72.48
16350,6.04
16366,10
16378,20
16389,20
16462,54.36
16463,96.64
16464,120.8
16465,108.72
16466,193.28
16494,20
16495,40.33
16497,40.33
16514,15.9
16528,181.2
16541,90.6
16543,7
16545,35
16548,10
16572,10
16574,7
16578,15
16593,10
16598,7
16605,10
16607,80
16608,15
16629,291.06
16632,79.5
16635,39.75
16637,103.35
16642,355.74
16644,10
16647,23.85
16654,39.75
16660,15.9
16664,7.95
16672,35
16678,100
16722,10
16741,462
16769,22
16774,492.8
16776,7
16784,7
16785,21
16788,21
16792,35
16793,28
16798,7
16822,32.34
16830,105
16831,45
16834,806.6
16842,194.04
16844,1088.91
16846,241.98
16850,30.8
16863,11
16864,11
16865,11
16921,84
16925,97.02
16931,112
16932,133
16933,7
16935,1976.17
16936,6.99
16962,165
16978,40.33
17018,21.99
17024,15
17085,11
17095,10
17100,60
17102,50
17124,34.95
17130,34.66
17133,485.1
17134,155.97
17136,32.34
17137,121.31
17169,1290.56
17179,23.88
17184,7.96
17185,7.96
17188,80.66
17189,103.98
17190,121.31
17212,10
17246,21
17255,10
17262,14
17265,363.93
17266,20
17267,17.33
17278,277.28
17282,40.33
17287,20
17289,14
17312,15
17323,47.7
17324,55.65
17329,55.65
17331,15
17340,7.96
17349,10
17354,519
17389,203.2
17407,203.2
17416,60
17417,223.52
17418,21.99
17419,7
17420,388.08
17461,366.9
17462,7.96
17484,10
17496,10
17506,2.23
17511,25
17530,7
17536,30
17537,10
17586,10
17604,35
17632,40.33
17647,15
17658,7
17667,1.3
17669,6.5
17670,2.6
17671,30.2
17674,54.36
17703,18.12
17720,175.16
17721,193.28
17723,420.42
17726,175.16
17727,211.4
17728,169.12
17729,1611.21
17731,1573.74
17732,936.75
17733,34.92
17734,174.6
17735,936.75
17736,899.28
17737,487.11
17738,1011.69
17739,1049.16
17740,1343.82
17849,749.4
17864,144.96
17879,37.47
17913,15
17914,192.06
17918,261.9
17919,436.5
17925,2419.8
17926,7
17936,10
17937,15.92
17941,1.3
17942,244.44
17948,576.18
17955,349.2
17956,1371.22
17964,226.38
17965,23.88
17966,680.94
17968,23.88
17983,90.87
17989,10
17990,6.99
18022,173.24
18047,15
18074,30
18086,10
18092,766.27
18103,120.99
18104,10
18107,725.94
18108,1169.57
18111,60
18117,20
18122,80.66
18125,15.92
18140,20
18141,34.64
18149,34.64
18180,967.92
18181,20
18184,7
18187,10
18193,70
18194,20
18219,23.88
18251,6.5
18252,7.7999999999997
18253,291.06
18325,114.76
18332,25
18336,187.24
18337,138.92
18344,36.24
18345,36.24
18350,71.55
18359,71.55
18368,553.76
18382,415.32
18390,64.68
18400,10
18440,7.96
18445,14
18447,403.3
18448,362.97
18459,10
18465,10
18469,10
18470,1129.24
18472,967.92
18477,766.27
18479,685.61
18495,80.66
18499,80.66
18504,483.96
18512,10
18520,483.96
18521,80.66
18528,15
18546,7
18588,44
18598,20.33
18616,485.1
18624,40
18636,22
18656,276.88
18666,588.37
18673,244.44
18682,10
18695,170
18696,2.23
18698,2.23
18700,2.23
18724,1048.58
18730,40.33
18742,120
18757,20
18759,30
18772,20
18776,7.96
18777,15.92
18781,60
18827,846.93
18829,846.93
18853,1169.57
18854,12.08
18856,7
18862,10
18864,130
18868,485.1
18885,132.88
18898,138.92
18908,78.52
18909,84.56
18910,84.56
18911,36.24
18912,42.28
18913,151
18914,126.84
18915,169.12
18916,7.96
18934,205.2
18935,226.8
18936,108
18940,1008.25
18949,443.63
18956,30
18976,7.96
18992,10
18994,1209.9
19010,927.59
19016,15.92
19024,403.3
19030,927.59
19032,22
19039,403.3
19049,1169.57
19053,80.66
19064,604.95
19069,564.62
19073,22
19103,65
19117,80.66
19136,355.74
19138,7
19140,34.64
19145,34.64
19180,245.88
19185,302.51
19186,291.71
19187,194.47
19188,108.04
19189,270.1
19190,324.12
19191,108.04
19193,108.04
19194,60.97
19195,433.42
19200,1371.22
19210,216.08
19220,1.3000000000001
19239,121.93
19247,10
19255,806.6
19276,10
19285,15
19339,22
19340,806.6
19341,1371.22
19345,524.29
19348,79.6
19349,127.36
19358,55.72
19371,15.92
19380,1411.55
19381,119.4
19382,40.33
19395,63.68
19401,443.63
19402,119.4
19403,362.97
19415,103.48
19431,138.58
19435,51.97
19450,323.4
19454,79.6
19456,162.58
19467,71.64
19478,865.25
19480,865.25
19481,284.51
19492,10
19493,10
19507,2.23
19508,2.23
19510,2.23
19515,108.04
19523,216.08
19533,151.26
19551,10
19552,10
19555,1008.25
19556,10
19567,645.28
19568,75.63
19569,10.8
19576,927.59
19580,80.66
19581,806.6
19582,10.8
19584,403.3
19585,403.3
19587,162.06
19596,2.23
19608,1653.53
19609,604.95
19613,140.45
19619,105
19620,645.28
19623,30
19641,25
19646,10.8
19666,282.31
19670,21.99
19678,11
19687,40
19704,7.96
19709,15.9
19714,99
19716,23.88
19717,10
19735,22
19757,452.76
19767,22
19777,114.76
19790,120.8
19791,865.25
19805,96.64
19812,24.16
19813,48.32
19814,99
19817,24.16
19818,18.12
19819,78.52
19823,108.72
19828,24.16
19830,120.8
19833,120.8
19834,108.72
19835,90.6
19836,78.52
19838,138.92
19839,226.38
19897,20.32
19904,443.63
19905,120
19914,10
19921,2.23
19922,604.95
19927,725.94
19928,685.61
19929,887.26
19937,22
19944,725.94
19945,322.64
19956,282.31
19961,282.31
19967,161.32
19970,25
19972,75
19977,887.26
19982,1330.89
19985,443.63
20000,1290.56
20006,241.98
20007,201.65
20041,15
20052,7
20054,7
20063,40
20067,63
20095,20.32
20098,28
20118,582.12
20125,32.34
20131,10
20138,81.29
20140,81.29
20156,34.61
20220,2.23
20222,2.23
20230,386.12
20245,10
20257,95.4
20259,31.84
20261,71.55
20271,71.55
20302,362.97
20304,443.63
20308,63.68
20310,80.66
20317,887.26
20320,927.59
20321,604.95
20359,13.98
20361,139.8
20368,10
20369,10
20382,20.97
20383,40.33
20387,22
20388,10
20401,60.4
20408,388.08
20413,15
20415,483.96
20423,10
20426,54.36
20428,7.96
20429,60.4
20430,69.9
20439,30
20461,34.95
20462,174.75
20463,60.4
20464,157.04
20465,66.44
20466,181.2
20468,30.2
20469,181.2
20471,40.33
20472,80.66
20473,362.97
20474,40.33
20475,40.33
20476,40.33
20477,80.66
20500,70
20507,161.32
20511,564.62
20514,120.99
20515,10
20524,13.98
20533,201.65
20535,443.63
20546,30
20547,10
20559,75
20560,7
20562,7.96
20564,15.92
20566,403.3
20568,7
20569,2.23
20571,2.23
20625,90.6
20626,60.4
20635,54.36
20653,22
20656,108.72
20658,108.72
20659,159
20664,6.04
20666,12.08
20668,12.08
20669,96.64
20670,30.2
20675,66.44
20677,726.81
20685,323.4
20687,6.5
20688,3.9000000000001
20689,3.9000000000001
20692,11
20693,199.32
20694,12.08
20695,90.6
20696,159
20698,120.8
20700,11
20706,1008.25
20711,7.96
20712,443.63
20734,32.4
20735,64.8
20750,187.24
20804,120.99
20815,30
20817,10
20820,64.8
20827,10.8
20849,7.96
20872,10
20935,604.95
20939,604.95
20943,806.6
20947,725.94
20948,7.96
20950,14
20956,388.08
20977,10
20983,90.6
20986,30.8
20987,120.8
20991,120.8
20994,23.88
21005,120.8
21007,114.76
21009,6.04
21011,12.08
21012,90.6
21015,60.4
21016,151
21017,169.12
21018,796.03
21019,151
21052,10
21066,23.88
21078,524.29
21079,2.23
21081,2.23
21083,483.96
21085,2.23
21086,2.23
21090,2.23
21092,2.23
21093,2.23
21095,2.23
21097,2.23
21099,2.23
21100,2.23
21101,2.23
21105,2.23
21107,2.23
21115,15
21123,182.9
21125,30.8
21132,345.47
21134,1088.91
21180,30
21235,83.88
21243,524.29
21255,100
21258,23.85
21276,100
21277,30
21278,31.84
21283,23.88
21284,7.96
21285,420.42
21286,7.96
21287,23.88
21288,23.88
21289,31.84
21290,7.96
21292,23.88
21296,10
21298,33
21304,30.8
21311,10
21313,22
21387,88
21391,10
21398,25
21402,60.4
21412,120.8
21413,120.8
21416,801.06
21417,120.8
21419,60.4
21423,60.4
21425,120.8
21426,226.38
21428,120.8
21430,120.8
21431,114.76
21439,114.76
21440,10
21441,114.76
21442,6.04
21443,10
21446,120.8
21447,22
21474,40.33
21481,22
21495,241.98
21498,2.23
21499,2.23
21501,2.23
21503,2.23
21504,2.23
21505,564.62
21506,2.23
21507,2.23
21511,2.23
21519,403.3
21538,30.8
21555,362.97
21556,16
21560,2.23
21562,2.23
21564,2.23
21565,2.23
21567,2.23
21569,2.23
21572,2.23
21573,2.23
21577,201.65
21578,2.23
21581,2.23
21582,2.23
21583,1209.9
21589,362.97
21590,2.23
21591,241.98
21610,564.62
21613,604.95
21614,604.95
21615,564.62
21623,10
21634,443.63
21657,160
21659,30.8
21662,708.63
21674,616
21675,616
21682,462
21683,585.2
21684,30.8
21689,443.63
21704,160
21707,1209.9
21709,22
21710,3.84
21712,112
21713,16
21715,16
21716,37.96
21718,32
21719,6.4000000000001
21724,60
21733,40.33
21744,6.4000000000001
21745,6.4000000000001
21767,517.44
21770,5.0999999999999
21782,8.9299999999998
21791,5.0999999999999
21800,142.25
21801,162.58
21802,81.29
21804,81.29
21807,30.8
21809,284.51
21823,7.96
21830,110
21844,30.8
21876,2.55
21879,282.31
21880,403.3
21886,2.23
21887,2.23
21889,2.23
21890,2.23
21891,2.23
21892,282.31
21894,2.23
21896,7
21899,2.23
21907,356.53
21941,277.2
21947,10
21953,42
21956,120.99
21959,308
21961,443.63
21962,184.8
21964,616
21995,492.8
22010,80
22027,40.33
22028,30.8
22033,10
22036,403.3
22040,215.6
22046,175.64
22050,111.16
22051,83.85
22073,30.8
22080,108.72
22083,34.61
22085,114.76
22086,108.72
22093,60.4
22098,60.4
22101,120.8
22102,162.58
22103,120.8
22105,355.74
22107,60.4
22108,54.36
22119,37.96
22120,7.96
22121,71.64
22122,61.6
22123,120.8
22124,101.61
22125,102.68
22127,692.2
22131,162.58
22134,20.32
22135,40.64
22136,203.22
22137,40.64
22138,203.22
22154,1.28
22162,1.28
22166,483.96
22167,443.63
22171,524.29
22183,483.96
22190,30.8
22197,604.95
22202,10
22215,40.33
22224,10
22228,184.8
22229,35.89
22230,184.8
22232,184.8
22237,184.8
22241,184.8
22266,10
22273,2.23
22285,400.4
22299,30.8
22350,10
22354,30.8
22355,10
22361,61.6
22363,61.6
22364,30.8
22369,10
22379,30.8
22385,32.34
22425,6.04
22431,355.74
22460,31.76
22467,83.85
22468,2.23
22471,2.23
22485,10
22494,7
22496,329.16
22500,20.32
22506,346.48
22514,30.8
22521,30.8
22524,30
22541,20
22551,10
22562,10
22566,45
22574,7.96
22576,15.92
22577,44
22587,10
22599,110
22606,10
22631,215.6
22634,154
22638,35.89
22640,154
22649,258.72
22661,36.24
22663,36.24
22670,30.2
22676,48.32
22677,90.6
22682,66.44
22685,18.12
22687,54.36
22690,18.12
22691,60.4
22692,60.4
22694,48.32
22696,60.4
22698,60.4
22699,84.56
22703,18.12
22730,161.32
22731,161.32
22732,26
22734,92.4
22737,40.33
22738,66
22739,2.23
22749,2.23
22750,2.23
22753,123.2
22756,2.23
22760,2.23
22764,2.23
22769,2.23
22773,2.23
22774,22
22781,2.23
22782,40.33
22784,2.23
22786,2.23
22790,2.23
22791,2.23
22792,2.23
22797,2.23
22800,2.23
22801,10.21
22804,2.23
22816,154
22818,2.23
22819,2.23
22821,2.23
22824,2.23
22826,2.23
22828,2.23
22836,2.23
22838,22
22839,2.23
22843,2.23
22847,30.81
22848,2.23
22849,30.8
22851,2.23
22852,61.6
22854,2.23
22864,31.76
22883,21.99
22887,10
22895,2.23
22897,2.23
22914,15
22916,69.9
22929,69.9
22935,10
22937,69.9
22938,62.91
22944,62.91
22952,69.9
22953,120
22961,41.94
22962,355.74
22964,69.9
23042,20.32
23057,129.36
23065,64.68
23067,32.34
23102,2.23
23113,92.4
23118,2.23
23125,30.8
23153,123.2
23156,10
23169,30.8
23172,23.88
23194,30
23195,403.3
23198,71.64
23200,369.6
23201,47.76
23204,161.32
23207,22
23208,184.8
23210,645.28
23217,403.3
23218,22
23224,30.8
23225,524.29
23245,22
23247,403.3
23257,22
23264,403.3
23271,30.8
23275,22
23296,2.23
23301,2.23
23303,2.23
23308,2.23
23309,161.32
23311,2.23
23312,766.27
23315,2.23
23318,2.23
23320,2.23
23321,2.23
23323,2.23
23328,2.23
23331,2.23
23333,2.23
23334,2.23
23335,201.65
23336,28
23339,161.32
23345,20.32
23353,80.66
23356,30.8
23383,346.1
23390,101.61
23391,242.27
23403,1.28
23410,103.83
23428,60.97
23429,20.32
23433,485.1
23434,203.22
23436,358.9
23441,71.64
23443,415.32
23446,60.97
23449,47.64
23452,20
23458,15.92
23459,538.34
23466,30.8
23472,20
23493,22
23497,30.8
23504,22
23508,40.33
23511,30.8
23512,30.8
23513,30.8
23515,30.8
23517,92.4
23518,30.8
23526,10
23541,2.23
23545,30.8
23550,15
23565,27.96
23578,22
23586,10
23593,7
23596,22
23597,22
23602,30
23612,123.2
23614,184.8
23622,308
23625,20
23630,277.2
23632,16
23642,7
23651,10
23698,30.8
23703,10
23729,30.8
23730,30.8
23742,25
23753,355.74
23756,2.55
23771,50
23783,10
23785,30.8
23790,20
23806,30.8
23810,92.4
23819,2.23
23820,2.23
23821,2.23
23823,2.23
23824,2.23
23826,2.23
23830,2.23
23833,2.23
23834,2.23
23835,2.23
23836,2.23
23837,30.8
23838,2.23
23839,21
23845,2.23
23846,2.23
23847,2.23
23848,2.23
23851,2.23
23853,2.23
23856,2.23
23857,2.23
23858,2.23
23868,15
23871,2.23
23872,2.23
23875,2.23
23879,2.23
23882,2.23
23887,2.23
23889,2.23
23892,2.23
23894,2.23
23898,2.23
23899,10
23904,2.23
23907,2.23
23909,79.4
23910,2.23
23911,2.23
23913,2.23
23915,2.23
23920,79.4
23921,79.4
23932,2.23
23942,215.6
23949,87.34
23951,103.23
23954,277.2
23959,2.23
23962,2.23
23965,2.23
23968,79.4
23972,10
23978,1.28
23984,1.28
24001,30
24017,158.81
24026,35.89
24038,15.88
24075,6.04
24076,6.04
24077,6.04
24078,6.04
24079,6.04
24082,79.4
24083,12.08
24090,1.28
24093,10
24094,22
24095,30.8
24096,258.72
24101,32.34
24110,10
24117,30
24118,22
24124,216.08
24131,216.08
24133,216.08
24136,216.08
24140,216.08
24141,97.24
24142,21.61
24144,216.08
24145,32.41
24146,216.08
24149,313.32
24150,80
24152,108.04
24171,10
24174,10
24178,40
24180,30.8
24182,22
24186,30.8
24211,20.32
24212,15
24219,7.96
24220,7.96
24223,15.92
24227,7.96
24233,15.92
24237,30.8
24238,7
24257,10
24272,15.92
24274,215.6
24304,10
24315,10
24348,30.8
24363,350
24377,30.8
24381,184.8
24384,184.8
24387,184.8
24389,184.8
24391,226.38
24392,194.04
24402,54.02
24470,7.96
24521,13
24523,61.6
24541,1.28
24547,10.8
24551,10.8
24553,140.45
24563,184.8
24574,10
24587,184.8
24602,30.8
24620,75
24640,30.8
24646,30.8
24650,2.23
24662,162.58
24668,10
24673,899.86
24674,162.58
24678,10.8
24689,7.96
24691,223.54
24692,30.8
24702,142.25
24703,243.86
24721,7
24725,20
24738,6.04
24750,14
24753,323.4
24766,30.8
24771,30.8
24773,64.82
24820,21.61
24821,21.61
24836,10.8
24861,10.8
24862,30.8
24875,118.84
24876,291.06
24878,54.02
24879,108.04
24881,129.65
24882,86.43
24893,64.82
24903,30.8
24919,30.8
24920,30.8
24922,30.8
24923,30.8
24938,30.8
24965,1.28
24977,2.5599999999999
24982,30.8
24984,30.8
24985,30.8
24988,30.8
25007,16
25031,30.8
25040,40.33
25048,90
25050,15.88
25055,23.82
25066,20
25070,6.99
25071,7.96
25073,30
25084,31.76
25085,40.33
25097,80.66
25098,44
25099,10
25107,604.95
25110,564.62
25111,443.63
25112,125
25115,322.64
25132,564.62
25168,50
25176,60
25190,80
25200,3.8299999999999
25201,246.4
25202,452.76
25217,7.94
25220,14
25246,43.2
25247,43.2
25248,100
25250,43.2
25251,21.6
25268,22
25269,30
25282,92.4
25283,154
25284,10.8
25297,97.2
25308,30.8
25311,31.84
25324,154
25325,92.4
25329,108
25345,86.4
25355,20
25362,86.4
25364,30.8
25378,10
25383,86.4
25386,47.03
25388,23.52
25389,94.07
25390,11.76
25391,10
25392,94.07
25404,7.94
25406,43.83
25433,172.86
25444,54.36
25445,66.44
25449,22
25459,25
25464,108.04
25465,60
25466,216.08
25467,86.43
25470,11.76
25474,150
25480,280.9
25488,237.69
25495,323.4
25503,334.92
25504,43.22
25511,406.44
25535,15.92
25537,108.04
25539,129.65
25541,108.04
25542,21.61
25543,92.4
25544,43.22
25546,7.94
25547,899.86
25549,71.46
25550,55.58
25551,7.94
25564,32.4
25570,92.4
25575,7
25583,37.96
25600,10
25601,15
25604,1.28
25610,20.32
25613,1.28
25630,21
25642,30.8
25657,61.6
25662,10
25678,10
25679,10
25777,279.49
25795,355.74
25796,79.4
25810,10
25815,47.64
25822,75.6
25823,30.8
25840,363.34
25842,95.28
25848,10
25854,30.8
25880,7.9400000000001
25886,2.23
25890,10
25891,92.4
25896,1.28
25905,770
25908,431.2
25914,616
25918,616
25925,492.8
25944,7
25949,1139.6
25954,30.8
25959,10.8
25962,79.6
25965,7
25973,30.81
25980,79.6
25983,21.99
25989,123.2
25998,40.33
25999,22
26005,22
26006,90
26020,79.6
26032,79.6
26048,10.8
26049,151.24
26056,161.7
26067,103.48
26068,7.96
26069,30.8
26074,64.82
26075,92.4
26076,32.41
26077,10.8
26078,159.2
26080,79.6
26081,238.8
26087,37
26098,10
26100,30.8
26101,10
26108,10
26110,10
26112,10
26113,10
26114,10
26117,75.92
26119,10
26123,10
26127,10.8
26128,10
26169,10
26176,10
26177,10
26178,10
26179,10
26183,10
26184,10
26185,10
26186,10
26189,10
26196,22
26204,15
26214,151.26
26217,64.82
26219,108.04
26220,97.24
26227,108.04
26230,45
26231,35.89
26233,10.8
26239,108.04
26252,25
26253,216.08
26255,140.45
26258,313.32
26273,32.34
26276,69.9
26278,174.6
26280,749.4
26283,323.4
26284,69.9
26285,52.38
26286,936.75
26287,861.81
26290,261.9
26291,562.05
26292,279.36
26294,209.52
26295,139.8
26296,87.3
26297,209.52
26298,374.7
26299,174.6
26300,108.04
26301,69.9
26302,261.9
26303,108.04
26304,122.22
26305,226.98
26306,108.04
26308,76.89
26310,48.93
26311,6.99
26312,337.23
26313,34.92
26315,52.38
26317,52.38
26318,60
26325,6.99
26326,69.84
26327,28
26330,40
26337,97.02
26338,87.3
26339,7
26340,7.9400000000001
26341,14
26343,122.22
26345,54.93
26346,10.8
26369,61.6
26393,40.33
26408,338.8
26411,215.6
26417,246.4
26419,70
26420,70
26424,154
26434,84
26445,105
26447,91
26448,14
26454,84
26456,56
26461,5.1200000000001
26465,1.28
26467,277.2
26478,184.8
26480,1.28
26492,7
26512,40.64
26535,15
26600,10
26669,25
26670,55.58
26680,50
26682,79.4
26686,167.7
26687,14
26691,582.12
26693,182.9
26695,40.33
26697,203.22
26700,71.46
26702,63.52
26706,47.64
26707,15.88
26712,22
26715,30
26729,129.6
26730,108.04
26737,796.03
26740,167.7
26742,39.7
26745,140.45
26749,17.46
26750,108.04
26799,22
26809,10
26830,10.8
26832,1.28
26833,10
26835,10
26836,1.28
26843,30.8
26850,403.3
26852,403.3
26853,184.8
26855,403.3
26857,123.2
26858,362.97
26859,322.64
26860,215.6
26867,282.31
26875,30.8
26876,47.64
26880,30.8
26885,604.95
26897,14.08
26904,161.32
26905,10.8
26906,403.3
26908,403.3
26910,282.31
26914,282.31
26917,322.64
26927,10.8
26984,7
26987,22
27003,20
27026,120
27045,75.63
27048,84.56
27057,118.84
27062,90.6
27076,35
27086,10
27095,15
27100,338.8
27104,258.72
27108,70
27110,78.52
27111,63
27117,105
27136,169.12
27141,7
27142,77
27143,13.98
27151,72.48
27166,18.12
27195,10
27199,10
27200,22
27204,30.8
27209,40.33
27214,7
27232,30.8
27255,11
27256,277.2
27258,308
27259,11
27260,30
27262,369.6
27264,369.6
27270,40.33
27275,338.8
27283,10.8
27286,10
27301,369.6
27305,2.23
27307,2.23
27323,241.98
27326,10
27328,362.97
27331,362.97
27334,362.97
27339,362.97
27341,362.97
27342,86.43
27345,362.97
27350,18.12
27354,18.12
27356,18.12
27358,25
27376,7.94
27380,21.61
27382,20
27387,30
27390,30.8
27409,7
27424,34.61
27425,10
27435,20.32
27437,7
27439,355.74
27452,7
27454,7
27462,10.8
27463,30.8
27464,10
27465,22
27541,64.68
27545,30.8
27558,2.23
27559,10
27561,1.28
27562,154
27567,10.8
27568,1.28
27570,308
27571,32.34
27574,30.8
27578,6.4000000000001
27594,30.8
27595,308
27597,69.22
27598,32.34
27610,69.22
27619,10
27629,1.28
27640,40.64
27658,30.8
27663,7.96
27679,369.6
27684,10
27706,49
27713,1.28
27719,70
27721,22
27723,70
27727,77
27734,91
27739,14
27742,97.02
27743,35
27745,308
27746,91
27748,31.84
27749,7
27752,55.72
27755,98
27762,123.2
27769,10.8
27774,5.1200000000001
27776,20.48
27778,161.7
27779,3.84
27787,127.04
27801,254.09
27802,127.04
27803,241.38
27804,12.7
27805,43.22
27806,32.41
27807,7.96
27808,152.45
27809,237.69
27810,54.02
27812,101.63
27813,54.02
27839,3.84
27841,69.9
27843,10.8
27846,2.23
27849,2.23
27863,246.4
27865,2.23
27867,215.6
27869,2.23
27870,246.4
27874,61.6
27876,277.2
27879,184.8
27881,37.96
27883,246.4
27884,2.5599999999999
27886,22
27902,1.28
27905,15.92
27907,10.8
27909,1.28
27914,21.99
27927,201.65
27945,32.41
27946,277.2
27960,20
27985,108.04
27987,64.82
27989,1.28
27999,86.43
28006,75.63
28014,246.4
28019,215.6
28020,338.8
28022,30
28026,10
28031,108.04
28036,32.34
28037,420.42
28048,24.16
28051,118.84
28052,24.16
28055,14
28056,30.2
28057,32.41
28058,2.23
28059,2.23
28060,30.2
28061,2.23
28062,2.23
28063,2.23
28064,2.23
28065,10.8
28066,2.23
28067,2.23
28068,92.4
28098,11
28109,108.04
28116,75.63
28118,75.63
28121,140.45
28122,75.63
28125,183.67
28126,6.99
28130,71.46
28132,172.86
28139,140.45
28145,100
28151,10
28167,63
28168,50
28170,63
28172,63
28173,95.28
28174,63
28176,10
28179,63
28182,56
28183,7
28184,226.38
28191,32.34
28193,5.1200000000001
28195,7
28242,22
28246,6.99
28248,22
28255,22
28258,7.96
28259,22
28267,25
28282,30.8
28294,10
28315,1.28
28323,154
28324,277.2
28326,369.6
